dataset,batch_size,epochs,optimizer,activation,mse,mae,r2,rmse,predNAN
random7,80,80,sgd_01,sigmoid,0.26656973,0.381556507,0.644196647,0.516303913,0
,,,,,,,,,
random7,80,80,adam_005,relu,0.749459039,0.705578312,-0.000338781,0.865713024,0
,,,,,,,,,
random7,80,80,adam_005,tanh,0.176180495,0.327623326,0.764843478,0.419738603,0
,,,,,,,,,
random7,80,80,adam_005,sigmoid,0.124390438,0.260187378,0.83397014,0.352690287,0
,,,,,,,,,
random7,80,80,adam_01,relu,0.749530065,0.705479649,-0.000433583,0.865754044,0
,,,,,,,,,
random7,80,80,adam_01,tanh,0.377002472,0.483460945,0.496796791,0.61400527,0
,,,,,,,,,
random7,80,80,adam_01,sigmoid,0.751681205,0.712573818,-0.003304812,0.866995505,0
,,,,,,,,,
random7,80,120,sgd_001,relu,0.209195236,0.321252831,0.720777125,0.457378657,0
,,,,,,,,,
random7,80,120,sgd_001,tanh,0.23097026,0.344032769,0.691712961,0.480593653,0
,,,,,,,,,
random7,80,120,sgd_001,sigmoid,0.473028386,0.534290863,0.368626417,0.687770591,0
,,,,,,,,,
random7,80,120,sgd_0001,relu,0.374266999,0.461229782,0.500447958,0.61177365,0
,,,,,,,,,
random7,80,120,sgd_0001,tanh,0.417826579,0.495941397,0.442306905,0.646395064,0
,,,,,,,,,
random7,80,120,sgd_0001,sigmoid,0.667654783,0.664906345,0.108849268,0.817101452,0
,,,,,,,,,
random7,80,120,adam_001,relu,0.099844494,0.238600769,0.866732784,0.315981794,0
,,,,,,,,,
random7,80,120,adam_001,tanh,0.102425347,0.238087891,0.863287997,0.320039602,0
,,,,,,,,,
random7,80,120,adam_001,sigmoid,0.120104075,0.24398339,0.839691354,0.346560348,0
,,,,,,,,,
random7,80,120,adam_0001,relu,0.126518428,0.25843828,0.831129811,0.35569429,0
,,,,,,,,,
random7,80,120,adam_0001,tanh,0.127897808,0.263986021,0.829288687,0.35762803,0
,,,,,,,,,
random7,80,120,adam_0001,sigmoid,0.184722082,0.308986776,0.753442613,0.429793069,0
,,,,,,,,,
random7,80,120,sgd_005,relu,0.233962416,0.331810505,0.687719187,0.483696616,0
,,,,,,,,,
random7,80,120,sgd_005,tanh,0.262047807,0.365753684,0.650232275,0.511906053,0
,,,,,,,,,
random7,80,120,sgd_005,sigmoid,0.614105628,0.652654603,0.180323883,0.783648919,0
,,,,,,,,,
random7,80,120,sgd_01,relu,0.178456306,0.302798624,0.761805844,0.42244089,0
,,,,,,,,,
random7,80,120,sgd_01,tanh,0.218186082,0.32174693,0.708776613,0.467103931,0
,,,,,,,,,
random7,80,120,sgd_01,sigmoid,0.234593784,0.359518715,0.68687647,0.484348825,0
,,,,,,,,,
random7,80,120,adam_005,relu,0.749244802,0.707427301,-5.28E-05,0.86558928,0
,,,,,,,,,
random7,80,120,adam_005,tanh,0.195806407,0.34519072,0.738647835,0.442500178,0
,,,,,,,,,
random7,80,120,adam_005,sigmoid,0.754528279,0.715981976,-0.007104938,0.868635873,0
,,,,,,,,,
random7,80,120,adam_01,relu,0.751999949,0.703406753,-0.003730255,0.867179306,0
,,,,,,,,,
random7,80,120,adam_01,tanh,0.377331793,0.470906916,0.496357231,0.614273386,0
,,,,,,,,,
random7,80,120,adam_01,sigmoid,0.843447792,0.771967159,-0.12579006,0.918394138,0
,,,,,,,,,
random7,100,20,sgd_001,relu,0.334304145,0.433657218,0.553788289,0.578190405,0
,,,,,,,,,
random7,100,20,sgd_001,tanh,0.393771197,0.474255512,0.474414773,0.62751191,0
,,,,,,,,,
random7,100,20,sgd_001,sigmoid,0.668388784,0.66756461,0.107869562,0.817550478,0
,,,,,,,,,
random7,100,20,sgd_0001,relu,0.572455212,0.607828003,0.235916682,0.7566077,0
,,,,,,,,,
random7,100,20,sgd_0001,tanh,0.519740296,0.564860137,0.306277798,0.720930161,0
,,,,,,,,,
random7,100,20,sgd_0001,sigmoid,0.737458426,0.699791971,0.015679011,0.858753996,0
,,,,,,,,,
random7,100,20,adam_001,relu,0.156808834,0.295058014,0.790699758,0.395990952,0
,,,,,,,,,
random7,100,20,adam_001,tanh,0.176671607,0.307783756,0.764187966,0.420323217,0
,,,,,,,,,
random7,100,20,adam_001,sigmoid,0.182833699,0.317912282,0.755963128,0.427590574,0
,,,,,,,,,
random7,100,20,adam_0001,relu,0.246592663,0.364409383,0.670860993,0.496580973,0
,,,,,,,,,
random7,100,20,adam_0001,tanh,0.217630322,0.339508578,0.709518413,0.466508652,0
,,,,,,,,,
random7,100,20,adam_0001,sigmoid,0.32552379,0.426697733,0.565507848,0.570546921,0
,,,,,,,,,
random7,100,20,sgd_005,relu,0.374366353,0.446264932,0.500315345,0.611854847,0
,,,,,,,,,
random7,100,20,sgd_005,tanh,0.640687655,0.619162343,0.144843582,0.800429669,0
,,,,,,,,,
random7,100,20,sgd_005,sigmoid,2.263169359,1.357827793,-2.020760255,1.504383382,0
,,,,,,,,,
random7,100,20,sgd_01,relu,0.297587022,0.391555564,0.602796386,0.545515373,0
,,,,,,,,,
random7,100,20,sgd_01,tanh,0.349995896,0.444123802,0.532843759,0.59160451,0
,,,,,,,,,
random7,100,20,sgd_01,sigmoid,0.468943788,0.521228426,0.374078325,0.684794705,0
,,,,,,,,,
random7,100,20,adam_005,relu,0.749676446,0.705205783,-0.000628964,0.86583858,0
,,,,,,,,,
random7,100,20,adam_005,tanh,0.658620803,0.651474656,0.120907352,0.811554559,0
,,,,,,,,,
random7,100,20,adam_005,sigmoid,0.983848174,0.767832224,-0.313189156,0.991891211,0
,,,,,,,,,
random7,100,20,adam_01,relu,0.749205706,0.706947415,-6.45E-07,0.865566697,0
,,,,,,,,,
random7,100,20,adam_01,tanh,0.421416356,0.514255642,0.437515458,0.649165893,0
,,,,,,,,,
random7,100,20,adam_01,sigmoid,0.759436774,0.702047712,-0.013656541,0.871456697,0
,,,,,,,,,
random7,100,50,sgd_001,relu,0.239160906,0.355374705,0.680780514,0.489040802,0
,,,,,,,,,
random7,100,50,sgd_001,tanh,0.303400932,0.411553686,0.595036282,0.55081842,0
,,,,,,,,,
random7,100,50,sgd_001,sigmoid,0.57027535,0.593087724,0.238826249,0.755165776,0
,,,,,,,,,
random7,100,50,sgd_0001,relu,0.493230462,0.556904736,0.341661741,0.702303682,0
,,,,,,,,,
random7,100,50,sgd_0001,tanh,0.478875696,0.537497467,0.360821733,0.692008451,0
,,,,,,,,,
random7,100,50,sgd_0001,sigmoid,0.712238721,0.691393426,0.049340956,0.843942368,0
,,,,,,,,,
random7,100,50,adam_001,relu,0.145406305,0.281747343,0.805919259,0.381321786,0
,,,,,,,,,
random7,100,50,adam_001,tanh,0.179622697,0.303680114,0.760249005,0.42381918,0
,,,,,,,,,
random7,100,50,adam_001,sigmoid,0.205538218,0.335870102,0.725658322,0.453363229,0
,,,,,,,,,
random7,100,50,adam_0001,relu,0.158737106,0.289507741,0.788126002,0.398418254,0
,,,,,,,,,
random7,100,50,adam_0001,tanh,0.168821975,0.294237715,0.774665245,0.410879514,0
,,,,,,,,,
random7,100,50,adam_0001,sigmoid,0.271902238,0.383249404,0.637079094,0.521442459,0
,,,,,,,,,
random7,100,50,sgd_005,relu,0.243712396,0.369338518,0.674705423,0.493672357,0
,,,,,,,,,
random7,100,50,sgd_005,tanh,0.213267322,0.340867268,0.715341918,0.46180875,0
,,,,,,,,,
random7,100,50,sgd_005,sigmoid,0.433994209,0.499250401,0.420727197,0.658782369,0
,,,,,,,,,
random7,100,50,sgd_01,relu,0.183254155,0.302913535,0.755401926,0.428081948,0
,,,,,,,,,
random7,100,50,sgd_01,tanh,0.218902314,0.341705231,0.707820625,0.467869975,0
,,,,,,,,,
random7,100,50,sgd_01,sigmoid,0.441965167,0.497827214,0.41008798,0.664804608,0
,,,,,,,,,
random7,100,50,adam_005,relu,0.750388887,0.704406426,-0.001579893,0.866249899,0
,,,,,,,,,
random7,100,50,adam_005,tanh,0.214972785,0.36919559,0.713065555,0.463651577,0
,,,,,,,,,
random7,100,50,adam_005,sigmoid,0.990781922,0.844192416,-0.322443961,0.99538029,0
,,,,,,,,,
random7,100,50,adam_01,relu,0.749765812,0.705059412,-0.000748246,0.865890185,0
,,,,,,,,,
random7,100,50,adam_01,tanh,0.578317301,0.584048978,0.228092273,0.760471762,0
,,,,,,,,,
random7,100,50,adam_01,sigmoid,1.295711708,0.974242614,-0.729448312,1.138293331,0
,,,,,,,,,
random7,100,80,sgd_001,relu,0.247547258,0.356789196,0.66958685,0.497541212,0
,,,,,,,,,
random7,100,80,sgd_001,tanh,0.275696434,0.391812319,0.6320148,0.525068028,0
,,,,,,,,,
random7,100,80,sgd_001,sigmoid,0.52481021,0.565192021,0.299510743,0.724437858,0
,,,,,,,,,
random7,100,80,sgd_0001,relu,0.427273205,0.503839207,0.429698043,0.653661384,0
,,,,,,,,,
random7,100,80,sgd_0001,tanh,0.430000687,0.505803026,0.426057542,0.655744377,0
,,,,,,,,,
random7,100,80,sgd_0001,sigmoid,0.728773633,0.696704611,0.027271018,0.853682396,0
,,,,,,,,,
random7,100,80,adam_001,relu,0.114029258,0.257741899,0.847799703,0.337682184,0
,,,,,,,,,
random7,100,80,adam_001,tanh,0.181816888,0.303514009,0.757320314,0.426399916,0
,,,,,,,,,
random7,100,80,adam_001,sigmoid,0.133335167,0.261009108,0.822031183,0.365150883,0
,,,,,,,,,
random7,100,80,adam_0001,relu,0.137725269,0.269139739,0.816171505,0.371113552,0
,,,,,,,,,
random7,100,80,adam_0001,tanh,0.156065372,0.2793236,0.791692093,0.395051101,0
,,,,,,,,,
random7,100,80,adam_0001,sigmoid,0.22463278,0.342256166,0.700171897,0.473954408,0
,,,,,,,,,
random7,100,80,sgd_005,relu,0.174230878,0.308667008,0.767445724,0.417409725,0
,,,,,,,,,
random7,100,80,sgd_005,tanh,1.223818528,0.847844014,-0.63348905,1.106263317,0
,,,,,,,,,
random7,100,80,sgd_005,sigmoid,0.490796039,0.532266176,0.344911082,0.700568368,0
,,,,,,,,,
random7,100,80,sgd_01,relu,0.211332743,0.341677808,0.717924093,0.459709412,0
,,,,,,,,,
random7,100,80,sgd_01,tanh,0.32690096,0.417705543,0.563669673,0.571752533,0
,,,,,,,,,
random7,100,80,sgd_01,sigmoid,0.274966702,0.38752319,0.632988808,0.524372675,0
,,,,,,,,,
random7,100,80,adam_005,relu,0.751063016,0.711655757,-0.002479685,0.866638919,0
,,,,,,,,,
random7,100,80,adam_005,tanh,0.207821894,0.352371016,0.72261019,0.455874867,0
,,,,,,,,,
random7,100,80,adam_005,sigmoid,0.75032625,0.704460777,-0.001496288,0.866213744,0
,,,,,,,,,
random7,100,80,adam_01,relu,0.750762863,0.711176506,-0.002079057,0.866465731,0
,,,,,,,,,
random7,100,80,adam_01,tanh,0.933976522,0.767086665,-0.246623079,0.966424607,0
,,,,,,,,,
random7,100,80,adam_01,sigmoid,0.753071835,0.703022552,-0.005160953,0.867797116,0
,,,,,,,,,
random7,100,120,sgd_001,relu,0.218991593,0.353741114,0.707701459,0.467965376,0
,,,,,,,,,
random7,100,120,sgd_001,tanh,0.246101208,0.360565271,0.671516961,0.496085888,0
,,,,,,,,,
random7,100,120,sgd_001,sigmoid,0.49026352,0.548123897,0.34562186,0.700188204,0
,,,,,,,,,
random7,100,120,sgd_0001,relu,0.367638941,0.457072063,0.509294743,0.606332368,0
,,,,,,,,,
random7,100,120,sgd_0001,tanh,0.427142238,0.502682825,0.429872851,0.653561196,0
,,,,,,,,,
random7,100,120,sgd_0001,sigmoid,0.702158744,0.683196058,0.062795183,0.83794913,0
,,,,,,,,,
random7,100,120,adam_001,relu,0.129061094,0.27722135,0.827735993,0.359250739,0
,,,,,,,,,
random7,100,120,adam_001,tanh,0.099371498,0.238924434,0.867364115,0.315232451,0
,,,,,,,,,
random7,100,120,adam_001,sigmoid,0.121651726,0.261084706,0.83762563,0.348786074,0
,,,,,,,,,
random7,100,120,adam_0001,relu,0.109847008,0.247108749,0.853381952,0.331431754,0
,,,,,,,,,
random7,100,120,adam_0001,tanh,0.153671088,0.278722628,0.794887859,0.39200904,0
,,,,,,,,,
random7,100,120,adam_0001,sigmoid,0.205796916,0.32574101,0.725313026,0.453648449,0
,,,,,,,,,
random7,100,120,sgd_005,relu,0.151931402,0.282440754,0.7972099,0.389783789,0
,,,,,,,,,
random7,100,120,sgd_005,tanh,0.67681819,0.669222976,0.096618431,0.822689607,0
,,,,,,,,,
random7,100,120,sgd_005,sigmoid,0.393059106,0.486448299,0.475365234,0.626944261,0
,,,,,,,,,
random7,100,120,sgd_01,relu,0.133843012,0.272206551,0.821353339,0.365845612,0
,,,,,,,,,
random7,100,120,sgd_01,tanh,0.160135623,0.297879725,0.786259335,0.400169493,0
,,,,,,,,,
random7,100,120,sgd_01,sigmoid,1.993095871,1.242793452,-1.660280269,1.411770474,0
,,,,,,,,,
random7,100,120,adam_005,relu,0.754524766,0.715978261,-0.007100249,0.86863385,0
,,,,,,,,,
random7,100,120,adam_005,tanh,0.199738418,0.348143559,0.733399592,0.446921042,0
,,,,,,,,,
random7,100,120,adam_005,sigmoid,0.129751136,0.267970761,0.82681496,0.360209851,0
,,,,,,,,,
random7,100,120,adam_01,relu,0.754361544,0.702663532,-0.006882388,0.868539892,0
,,,,,,,,,
random7,100,120,adam_01,tanh,0.631552193,0.596328096,0.157037118,0.794702582,0
,,,,,,,,,
random7,100,120,adam_01,sigmoid,0.751202333,0.711864971,-0.002665638,0.866719293,0
,,,,,,,,,
random7,140,20,sgd_001,relu,0.380369743,0.468669759,0.492302333,0.616741229,0
,,,,,,,,,
random7,140,20,sgd_001,tanh,0.405057379,0.489225356,0.459350566,0.636441183,0
,,,,,,,,,
random7,140,20,sgd_001,sigmoid,0.703601079,0.684692414,0.06087003,0.838809322,0
,,,,,,,,,
random7,140,20,sgd_0001,relu,0.649711155,0.650397122,0.132799484,0.806046621,0
,,,,,,,,,
random7,140,20,sgd_0001,tanh,0.514798013,0.561853278,0.312874501,0.71749426,0
,,,,,,,,,
random7,140,20,sgd_0001,sigmoid,0.737233867,0.700686049,0.01597874,0.858623239,0
,,,,,,,,,
random7,140,20,adam_001,relu,0.197667486,0.315407009,0.736163764,0.444598117,0
,,,,,,,,,
random7,140,20,adam_001,tanh,0.16280836,0.287221787,0.782691905,0.403495179,0
,,,,,,,,,
random7,140,20,adam_001,sigmoid,0.17084879,0.30332458,0.771959958,0.41333859,0
,,,,,,,,,
random7,140,20,adam_0001,relu,0.250717484,0.367028383,0.665355397,0.50071697,0
,,,,,,,,,
random7,140,20,adam_0001,tanh,0.239357701,0.358332919,0.680517842,0.489241966,0
,,,,,,,,,
random7,140,20,adam_0001,sigmoid,0.38842598,0.477006712,0.48154929,0.623238301,0
,,,,,,,,,
random7,140,20,sgd_005,relu,0.302517309,0.412979136,0.596215696,0.550015736,0
,,,,,,,,,
random7,140,20,sgd_005,tanh,0.28501856,0.398904689,0.619572112,0.533871296,0
,,,,,,,,,
random7,140,20,sgd_005,sigmoid,0.548912103,0.59504263,0.267340795,0.740886026,0
,,,,,,,,,
random7,140,20,sgd_01,relu,0.280595822,0.401073985,0.625475352,0.529712962,0
,,,,,,,,,
random7,140,20,sgd_01,tanh,0.274443106,0.378850147,0.633687676,0.523873178,0
,,,,,,,,,
random7,140,20,sgd_01,sigmoid,0.488437028,0.547739656,0.348059766,0.6988827,0
,,,,,,,,,
random7,140,20,adam_005,relu,0.75083243,0.704056863,-0.002171911,0.866505874,0
,,,,,,,,,
random7,140,20,adam_005,tanh,0.312699615,0.451538458,0.582624886,0.559195507,0
,,,,,,,,,
random7,140,20,adam_005,sigmoid,0.766105686,0.702327251,-0.022557856,0.875274635,0
,,,,,,,,,
random7,140,20,adam_01,relu,0.747804867,0.705178328,0.001869122,0.864757114,0
,,,,,,,,,
random7,140,20,adam_01,tanh,0.737487014,0.689080071,0.015640853,0.858770641,0
,,,,,,,,,
random7,140,20,adam_01,sigmoid,0.750170739,0.704602681,-0.001288721,0.866123974,0
,,,,,,,,,
random7,140,50,sgd_001,relu,0.26894791,0.382457303,0.641022376,0.51860188,0
,,,,,,,,,
random7,140,50,sgd_001,tanh,0.342037821,0.442765062,0.543465781,0.584839996,0
,,,,,,,,,
random7,140,50,sgd_001,sigmoid,0.61943392,0.634828967,0.173211957,0.787041244,0
,,,,,,,,,
random7,140,50,sgd_0001,relu,0.542316709,0.589610364,0.276143982,0.736421557,0
,,,,,,,,,
random7,140,50,sgd_0001,tanh,0.476908658,0.537763506,0.363447232,0.690585736,0
,,,,,,,,,
random7,140,50,sgd_0001,sigmoid,0.733964923,0.698990683,0.020341956,0.856717528,0
,,,,,,,,,
random7,140,50,adam_001,relu,0.121119787,0.259360653,0.838335635,0.348022681,0
,,,,,,,,,
random7,140,50,adam_001,tanh,0.112869789,0.245080552,0.8493473,0.335960994,0
,,,,,,,,,
random7,140,50,adam_001,sigmoid,0.144282448,0.278202486,0.807419324,0.379845295,0
,,,,,,,,,
random7,140,50,adam_0001,relu,0.16610581,0.297228786,0.778290641,0.407560805,0
,,,,,,,,,
random7,140,50,adam_0001,tanh,0.185661467,0.311642994,0.752188772,0.430884517,0
,,,,,,,,,
random7,140,50,adam_0001,sigmoid,0.272836888,0.38448481,0.635831573,0.522337906,0
,,,,,,,,,
random7,140,50,sgd_005,relu,0.408706158,0.444632611,0.454480368,0.639301304,0
,,,,,,,,,
random7,140,50,sgd_005,tanh,0.232008985,0.346759666,0.690326525,0.48167311,0
,,,,,,,,,
random7,140,50,sgd_005,sigmoid,0.478468015,0.529972004,0.361365883,0.691713825,0
,,,,,,,,,
random7,140,50,sgd_01,relu,0.173001542,0.307843054,0.769086577,0.415934541,0
,,,,,,,,,
random7,140,50,sgd_01,tanh,0.247540216,0.352744021,0.669596248,0.497534136,0
,,,,,,,,,
random7,140,50,sgd_01,sigmoid,0.410063878,0.482382404,0.452668153,0.640362302,0
,,,,,,,,,
random7,140,50,adam_005,relu,0.538912074,0.55078346,0.280688311,0.73410631,0
,,,,,,,,,
random7,140,50,adam_005,tanh,0.208275157,0.357067078,0.722005199,0.456371731,0
,,,,,,,,,
random7,140,50,adam_005,sigmoid,0.749525108,0.705489911,-0.000426967,0.865751182,0
,,,,,,,,,
random7,140,50,adam_01,relu,0.74922414,0.706529971,-2.52E-05,0.865577345,0
,,,,,,,,,
random7,140,50,adam_01,tanh,0.35676375,0.476516368,0.52381038,0.597297037,0
,,,,,,,,,
random7,140,50,adam_01,sigmoid,0.750789929,0.711221517,-0.002115183,0.866481349,0
,,,,,,,,,
random7,140,80,sgd_001,relu,0.233268903,0.353314519,0.688644852,0.482979195,0
,,,,,,,,,
random7,140,80,sgd_001,tanh,0.31561278,0.420523096,0.578736546,0.56179425,0
,,,,,,,,,
random7,140,80,sgd_001,sigmoid,0.552296197,0.590312033,0.262823883,0.743166332,0
,,,,,,,,,
random7,140,80,sgd_0001,relu,0.49805816,0.554696677,0.335217982,0.705732357,0
,,,,,,,,,
random7,140,80,sgd_0001,tanh,0.464780349,0.529293996,0.379635466,0.68174801,0
,,,,,,,,,
random7,140,80,sgd_0001,sigmoid,0.717277311,0.692204849,0.042615709,0.846922258,0
,,,,,,,,,
random7,140,80,adam_001,relu,0.119479822,0.256275486,0.840524574,0.345658534,0
,,,,,,,,,
random7,140,80,adam_001,tanh,0.127418833,0.269717352,0.829927996,0.356957747,0
,,,,,,,,,
random7,140,80,adam_001,sigmoid,0.147834893,0.281030608,0.802677706,0.384493034,0
,,,,,,,,,
random7,140,80,adam_0001,relu,0.153601206,0.276827198,0.794981133,0.391919898,0
,,,,,,,,,
random7,140,80,adam_0001,tanh,0.163395269,0.295377744,0.781908529,0.404221806,0
,,,,,,,,,
random7,140,80,adam_0001,sigmoid,0.234847588,0.35225774,0.686537706,0.484610759,0
,,,,,,,,,
random7,140,80,sgd_005,relu,0.169313867,0.295845462,0.774008694,0.411477663,0
,,,,,,,,,
random7,140,80,sgd_005,tanh,0.209397053,0.323719913,0.720507751,0.457599227,0
,,,,,,,,,
random7,140,80,sgd_005,sigmoid,0.465483733,0.536482345,0.378696625,0.682263683,0
,,,,,,,,,
random7,140,80,sgd_01,relu,0.390503861,0.431937503,0.478775842,0.624903081,0
,,,,,,,,,
random7,140,80,sgd_01,tanh,0.198907899,0.31587146,0.734508125,0.445990918,0
,,,,,,,,,
random7,140,80,sgd_01,sigmoid,0.340671271,0.44574711,0.545289781,0.583670516,0
,,,,,,,,,
random7,140,80,adam_005,relu,0.750312498,0.704472911,-0.001477933,0.866205806,0
,,,,,,,,,
random7,140,80,adam_005,tanh,0.195389394,0.347481828,0.739204442,0.442028725,0
,,,,,,,,,
random7,140,80,adam_005,sigmoid,0.754270249,0.715705775,-0.006760532,0.868487334,0
,,,,,,,,,
random7,140,80,adam_01,relu,0.755167461,0.71667345,-0.007958084,0.869003717,0
,,,,,,,,,
random7,140,80,adam_01,tanh,0.466055621,0.546653235,0.377933299,0.682682665,0
,,,,,,,,,
random7,140,80,adam_01,sigmoid,0.751371893,0.712123364,-0.002891959,0.866817105,0
,,,,,,,,,
random7,140,120,sgd_001,relu,0.203511577,0.322314004,0.728363377,0.451122574,0
,,,,,,,,,
random7,140,120,sgd_001,tanh,0.260470033,0.375492176,0.652338204,0.510362649,0
,,,,,,,,,
random7,140,120,sgd_001,sigmoid,0.523008841,0.567621438,0.301915115,0.723193502,0
,,,,,,,,,
random7,140,120,sgd_0001,relu,0.407106867,0.485892668,0.456615017,0.638049267,0
,,,,,,,,,
random7,140,120,sgd_0001,tanh,0.438850054,0.510631023,0.414245869,0.662457587,0
,,,,,,,,,
random7,140,120,sgd_0001,sigmoid,0.703723534,0.685041076,0.060706582,0.838882313,0
,,,,,,,,,
random7,140,120,adam_001,relu,0.153092634,0.287876193,0.795659948,0.391270539,0
,,,,,,,,,
random7,140,120,adam_001,tanh,0.131526754,0.274625357,0.824444958,0.362666175,0
,,,,,,,,,
random7,140,120,adam_001,sigmoid,0.130704062,0.256894815,0.825543045,0.361530167,0
,,,,,,,,,
random7,140,120,adam_0001,relu,0.120079973,0.252390185,0.839723524,0.346525573,0
,,,,,,,,,
random7,140,120,adam_0001,tanh,0.135189788,0.268321464,0.819555732,0.36768164,0
,,,,,,,,,
random7,140,120,adam_0001,sigmoid,0.200687942,0.321292377,0.732132218,0.447982077,0
,,,,,,,,,
random7,140,120,sgd_005,relu,0.14286076,0.275058183,0.80931692,0.377969257,0
,,,,,,,,,
random7,140,120,sgd_005,tanh,0.213721969,0.337109675,0.714735079,0.462300734,0
,,,,,,,,,
random7,140,120,sgd_005,sigmoid,0.334628407,0.433597396,0.55335548,0.578470749,0
,,,,,,,,,
random7,140,120,sgd_01,relu,0.241991827,0.343615914,0.677001949,0.491926648,0
,,,,,,,,,
random7,140,120,sgd_01,tanh,0.175421136,0.307837845,0.765857031,0.418833064,0
,,,,,,,,,
random7,140,120,sgd_01,sigmoid,0.264900557,0.384723643,0.646424572,0.514684911,0
,,,,,,,,,
random7,140,120,adam_005,relu,0.751447929,0.703669404,-0.002993448,0.866860963,0
,,,,,,,,,
random7,140,120,adam_005,tanh,0.184200639,0.326363684,0.754138607,0.429186019,0
,,,,,,,,,
random7,140,120,adam_005,sigmoid,0.772837212,0.703143908,-0.031542745,0.879111604,0
,,,,,,,,,
random7,140,120,adam_01,relu,0.749206136,0.706810772,-1.22E-06,0.865566945,0
,,,,,,,,,
random7,140,120,adam_01,tanh,0.262256723,0.402541462,0.649953424,0.512110069,0
,,,,,,,,,
random7,140,120,adam_01,sigmoid,0.756789586,0.702225224,-0.010123212,0.869936541,0
,,,,,,,,,
random7,220,20,sgd_001,relu,0.417247537,0.500225735,0.44307978,0.645947008,0
,,,,,,,,,
random7,220,20,sgd_001,tanh,0.451027811,0.519418596,0.397991636,0.671586041,0
,,,,,,,,,
random7,220,20,sgd_001,sigmoid,0.703952344,0.686779093,0.060401179,0.839018679,0
,,,,,,,,,
random7,220,20,sgd_0001,relu,0.724365641,0.683227376,0.033154576,0.851096728,0
,,,,,,,,,
random7,220,20,sgd_0001,tanh,0.533693397,0.576742859,0.287653928,0.730543221,0
,,,,,,,,,
random7,220,20,sgd_0001,sigmoid,0.757546178,0.711015997,-0.011133072,0.870371288,0
,,,,,,,,,
random7,220,20,adam_001,relu,0.197514603,0.31518917,0.736367824,0.44442615,0
,,,,,,,,,
random7,220,20,adam_001,tanh,0.141083508,0.274715557,0.811689103,0.375610846,0
,,,,,,,,,
random7,220,20,adam_001,sigmoid,0.173123186,0.304052432,0.768924214,0.416080744,0
,,,,,,,,,
random7,220,20,adam_0001,relu,0.300583002,0.406061288,0.598797508,0.548254505,0
,,,,,,,,,
random7,220,20,adam_0001,tanh,0.286137091,0.399000819,0.618079157,0.534917835,0
