dataset,batch_size,epochs,optimizer,activation,mse,mae,r2,rmse,predNAN
2022all6000,80,160,sgd_005,relu,0.07651877818550705,0.20226025807839423,0.893533529826471,0.27662027797236244,0.0
2022all6000,80,160,sgd_005,tanh,0.06929499527032747,0.19959188122669735,0.9035845354294942,0.26323942575216097,0.0
2022all6000,80,160,sgd_005,sigmoid,0.08994715437491844,0.2244245424364695,0.8748495956739564,0.2999119110254183,0.0
2022all6000,80,160,sgd_01,relu,0.07026536848385401,0.1933447298620105,0.9022343804316628,0.26507615600776696,0.0
2022all6000,80,160,sgd_01,tanh,0.07404187601387673,0.2054819355966108,0.8969798346085379,0.2721063689329537,0.0
2022all6000,80,160,sgd_01,sigmoid,0.07600022206115994,0.2035723122334806,0.8942550369055864,0.2756813777917543,0.0
2022all6000,80,160,adam_005,relu,0.7194488313891638,0.6898625401625684,-0.0010245767748346957,0.8482032960258784,0.0
2022all6000,80,160,adam_005,tanh,0.10435743489238408,0.2491465362974291,0.8547994623957498,0.32304401386248294,0.0
2022all6000,80,160,adam_005,sigmoid,0.7187842161083772,0.6877746500267063,-9.984634072890408e-05,0.8478114272103067,0.0
2022all6000,80,160,adam_01,relu,0.736319501789054,0.7089532487055963,-0.024498040015228595,0.8580906139732878,0.0
2022all6000,80,160,adam_01,tanh,0.1320308856401092,0.2925598671512285,0.8162952587414717,0.3633605449689182,0.0
2022all6000,80,160,adam_01,sigmoid,0.7235374558598097,0.6965844313544821,-0.006713394939174444,0.8506100492351414,0.0
2022all6000,80,210,sgd_001,relu,0.07210673794614586,0.20016420479428607,0.8996723412618755,0.2685269780602051,0.0
2022all6000,80,210,sgd_001,tanh,0.07822704829093688,0.2074880933001841,0.8911566820442554,0.27969098714641644,0.0
2022all6000,80,210,sgd_001,sigmoid,0.10891229728058044,0.2469815523074502,0.8484619315033748,0.33001863171733264,0.0
2022all6000,80,210,sgd_0001,relu,0.0923041965835851,0.22330039996840342,0.8715700612909271,0.30381605715232546,0.0
2022all6000,80,210,sgd_0001,tanh,0.09806424934983402,0.23622333234828952,0.8635556561922327,0.31315211854597763,0.0
2022all6000,80,210,sgd_0001,sigmoid,0.21495630584991504,0.35537573129978817,0.7009147340290836,0.4636338057669167,0.0
2022all6000,80,210,adam_001,relu,0.07181438468523493,0.19626015806415192,0.9000791148731508,0.26798206037948685,0.0
2022all6000,80,210,adam_001,tanh,0.08725320430360824,0.2280306002257988,0.878597895917601,0.295386533720832,0.0
2022all6000,80,210,adam_001,sigmoid,0.06894742337599544,0.19790403347999447,0.9040681389788262,0.26257841376624136,0.0
2022all6000,80,210,adam_0001,relu,0.06886147446594747,0.19418379558597965,0.9041877263178436,0.2624146994090603,0.0
2022all6000,80,210,adam_0001,tanh,0.0717421920854779,0.19385664028354407,0.9001795619980403,0.2678473298083778,0.0
2022all6000,80,210,adam_0001,sigmoid,0.06982812443834525,0.1949338450236458,0.9028427517521882,0.2642501171964646,0.0
2022all6000,80,210,sgd_005,relu,0.0,0.0,0.0,0.0,100.0
2022all6000,80,210,sgd_005,tanh,0.07199951346901771,0.1978394721201953,0.8998215309361846,0.2683272507014852,0.0
2022all6000,80,210,sgd_005,sigmoid,0.0808037174689971,0.21040684532865953,0.8875715637412953,0.28425994700097496,0.0
2022all6000,80,210,sgd_01,relu,0.06970617570347015,0.19590535437391454,0.9030124284204801,0.26401927146227444,0.0
2022all6000,80,210,sgd_01,tanh,0.07321956542815387,0.2067785224929022,0.8981239786673465,0.27059114070522317,0.0
2022all6000,80,210,sgd_01,sigmoid,0.07622926913710495,0.20335774416988647,0.8939363460657992,0.2760964851951306,0.0
2022all6000,80,210,adam_005,relu,0.7223342733415969,0.6950112953822782,-0.0050393144229112785,0.849902508139373,0.0
2022all6000,80,210,adam_005,tanh,0.09648537901826561,0.23204835317927175,0.8657524601016766,0.3106209571459492,0.0
2022all6000,80,210,adam_005,sigmoid,0.7310258315323925,0.7043991652678285,-0.017132548826608307,0.8550004862761147,0.0
2022all6000,80,210,adam_01,relu,0.7357393459334585,0.7084815901870611,-0.023690824485126605,0.8577524968972451,0.0
2022all6000,80,210,adam_01,tanh,0.11309864048997922,0.26312415223563024,0.842637149730735,0.33630141315489476,0.0
2022all6000,80,210,adam_01,sigmoid,0.8431480367295037,0.7728477453859877,-0.17313680946010446,0.9182309277787933,0.0
2022all6000,80,250,sgd_001,relu,0.07210031469011248,0.19813029515725167,0.8996812784327648,0.2685150176249226,0.0
2022all6000,80,250,sgd_001,tanh,0.07675188841752748,0.20273642321457813,0.8932091856046596,0.27704131175246677,0.0
2022all6000,80,250,sgd_001,sigmoid,0.10176070713189728,0.2375456980110481,0.8584124897495112,0.3189995409587564,0.0
2022all6000,80,250,sgd_0001,relu,0.0872764831825604,0.21884496498180267,0.8785655062201907,0.2954259351894488,0.0
2022all6000,80,250,sgd_0001,tanh,0.09931086004411409,0.23682825976691585,0.8618211507094242,0.31513625631481074,0.0
2022all6000,80,250,sgd_0001,sigmoid,0.1704529202702274,0.31399907157887824,0.7628357223903206,0.4128594437217434,0.0
2022all6000,80,250,adam_001,relu,0.08438318637167236,0.2025198162669296,0.882591172937879,0.29048784203761846,0.0
2022all6000,80,250,adam_001,tanh,0.07993821215942083,0.20547071281441787,0.8887758079466019,0.28273346487358164,0.0
2022all6000,80,250,adam_001,sigmoid,0.06836900996116527,0.19145187846083925,0.9048729301168745,0.26147468321266837,0.0
2022all6000,80,250,adam_0001,relu,0.07172503246876652,0.19373502323225886,0.9002034374945408,0.26781529543468297,0.0
2022all6000,80,250,adam_0001,tanh,0.0673426989115958,0.19398158168213864,0.9063009157347689,0.2595047184765545,0.0
2022all6000,80,250,adam_0001,sigmoid,0.06824340243139627,0.1941577430849553,0.9050476975483317,0.26123438217699496,0.0
2022all6000,80,250,sgd_005,relu,0.06821135567469912,0.19701316929008242,0.9050922866694202,0.2611730378019506,0.0
2022all6000,80,250,sgd_005,tanh,0.07081060167666413,0.20018602130264723,0.9014757554923152,0.26610261493766674,0.0
2022all6000,80,250,sgd_005,sigmoid,0.07847956360345887,0.2074118927252311,0.8908053380392086,0.2801420418349571,0.0
2022all6000,80,250,sgd_01,relu,0.07068203509982651,0.19988149409229006,0.9016546400738882,0.2658609318794819,0.0
2022all6000,80,250,sgd_01,tanh,0.06953682111937554,0.19220816102845537,0.903248064498366,0.26369835251547463,0.0
2022all6000,80,250,sgd_01,sigmoid,0.07480619198836219,0.20041824712015252,0.8959163829195496,0.2735072064651354,0.0
2022all6000,80,250,adam_005,relu,0.7476394556695627,0.7175962775611009,-0.04024836380193508,0.8646614688243964,0.0
2022all6000,80,250,adam_005,tanh,0.0948746577421884,0.2450550007060374,0.8679935806836285,0.3080173010436076,0.0
2022all6000,80,250,adam_005,sigmoid,0.07753163880143214,0.20454193231006676,0.8921242588329654,0.2784450373079616,0.0
2022all6000,80,250,adam_01,relu,0.7480255558311866,0.7178692306553286,-0.04078557469730315,0.8648847066697309,0.0
2022all6000,80,250,adam_01,tanh,0.11655453995050706,0.2697768494500376,0.8378286906104784,0.3414008493699262,0.0
2022all6000,80,250,adam_01,sigmoid,0.8105481244882421,0.7556443360434317,-0.1277780404546771,0.9003044621061489,0.0
2022all6000,100,20,sgd_001,relu,0.0930939806284647,0.22798721299005026,0.8704711739138462,0.30511306204170396,0.0
2022all6000,100,20,sgd_001,tanh,0.10929540948064694,0.2463563514913521,0.8479288779890779,0.3305985624297948,0.0
2022all6000,100,20,sgd_001,sigmoid,0.22461741142469271,0.37322428157731147,0.6874724936678123,0.4739381936758133,0.0
2022all6000,100,20,sgd_0001,relu,0.24630135091245625,0.37689307502260333,0.6573019583892465,0.496287568766795,0.0
2022all6000,100,20,sgd_0001,tanh,0.166915561989342,0.31082657604188585,0.7677575214419462,0.40855301001135946,0.0
2022all6000,100,20,sgd_0001,sigmoid,0.6750844619390399,0.6772680410231734,0.06070298773721394,0.8216352365490662,0.0
2022all6000,100,20,adam_001,relu,0.08097864540223977,0.20514069536206217,0.8873281730334361,0.28456747073803035,0.0
2022all6000,100,20,adam_001,tanh,0.07585182968388952,0.2052133700120431,0.8944615066504422,0.2754121088185658,0.0
2022all6000,100,20,adam_001,sigmoid,0.07376122079077152,0.20115211698100852,0.8973703318387386,0.27159017064461577,0.0
2022all6000,100,20,adam_0001,relu,0.08806256712163599,0.21586774777570153,0.8774717670853265,0.2967533776077974,0.0
2022all6000,100,20,adam_0001,tanh,0.08089832537040213,0.2076755769046558,0.8874399284806186,0.284426309209261,0.0
2022all6000,100,20,adam_0001,sigmoid,0.09237304909000925,0.22763778608377133,0.8714742614951723,0.30392934884609163,0.0
2022all6000,100,20,sgd_005,relu,0.08716372272239364,0.2190582060126506,0.8787223985341269,0.295235029632992,0.0
2022all6000,100,20,sgd_005,tanh,0.1002880837999791,0.24186193528414138,0.8604614640243541,0.31668293891521704,0.0
2022all6000,100,20,sgd_005,sigmoid,0.17243726325327116,0.3077874233653947,0.760074753148155,0.4152556601098547,0.0
2022all6000,100,20,sgd_01,relu,0.0933388662588557,0.2309799076248192,0.870130445673247,0.305514101571197,0.0
2022all6000,100,20,sgd_01,tanh,0.08532094500359663,0.2155703298564384,0.881286397119665,0.29209749229255055,0.0
2022all6000,100,20,sgd_01,sigmoid,0.12178802965605898,0.25696821388235946,0.8305469332582007,0.34898141735063626,0.0
2022all6000,100,20,adam_005,relu,0.7258829970408962,0.6992512148971441,-0.00997692705663078,0.8519876742306172,0.0
2022all6000,100,20,adam_005,tanh,0.12456843956532528,0.2766912322341039,0.8266783347821844,0.3529425442835211,0.0
2022all6000,100,20,adam_005,sigmoid,0.09172454872244509,0.23481585874543023,0.8723765700092132,0.302860609393901,0.0
2022all6000,100,20,adam_01,relu,0.7302524105686478,0.7036951705573723,-0.016056428664724898,0.8545480738780281,0.0
2022all6000,100,20,adam_01,tanh,0.2510957191774844,0.4010374850966318,0.6506311845217907,0.5010945212008253,0.0
2022all6000,100,20,adam_01,sigmoid,0.9628298490783471,0.8321277005393877,-0.3396593338247895,0.9812389357737223,0.0
2022all6000,100,50,sgd_001,relu,0.09267057790603658,0.21925997629512972,0.8710602867354009,0.304418425700608,0.0
2022all6000,100,50,sgd_001,tanh,0.08969899850233067,0.22583165966867497,0.875194874054424,0.2994979106810775,0.0
2022all6000,100,50,sgd_001,sigmoid,0.16458253069644613,0.3038170298097347,0.771003647588352,0.40568772559253763,0.0
2022all6000,100,50,sgd_0001,relu,0.14123377871264026,0.2813125687195426,0.8034905647297423,0.37581082836001445,0.0
2022all6000,100,50,sgd_0001,tanh,0.13743935727399,0.2811485969748953,0.8087700355538122,0.37072814470173426,0.0
2022all6000,100,50,sgd_0001,sigmoid,0.5113441351250373,0.5879250120067452,0.28852751701398616,0.7150833064231309,0.0
2022all6000,100,50,adam_001,relu,0.07471873811542624,0.20420685062639993,0.8960380642293572,0.2733472848144394,0.0
2022all6000,100,50,adam_001,tanh,0.07019504946533273,0.1949416978840401,0.9023322206986607,0.2649434835306064,0.0
2022all6000,100,50,adam_001,sigmoid,0.07031062457592849,0.1978227133309534,0.9021714121447759,0.2651615065878313,0.0
2022all6000,100,50,adam_0001,relu,0.07864435420349224,0.20639427518989317,0.8905760521839013,0.2804360073234039,0.0
2022all6000,100,50,adam_0001,tanh,0.07498942139850759,0.20116539327436225,0.8956614417274298,0.27384196427594437,0.0
2022all6000,100,50,adam_0001,sigmoid,0.07545602322066763,0.20462210819464355,0.8950122226708803,0.27469259768087606,0.0
2022all6000,100,50,sgd_005,relu,0.09158004085683631,0.22052606511007491,0.8725776349337783,0.3026219437794231,0.0
2022all6000,100,50,sgd_005,tanh,0.08467933368179159,0.21593973652184098,0.8821791203736923,0.29099713689621004,0.0
2022all6000,100,50,sgd_005,sigmoid,0.10848109696696621,0.24628475320899973,0.8490618937141792,0.32936468688517023,0.0
2022all6000,100,50,sgd_01,relu,0.07193714216181389,0.19761192314541576,0.8999083129402308,0.2682110030588117,0.0
2022all6000,100,50,sgd_01,tanh,0.09079026555635776,0.22805688294004053,0.8736765101441004,0.30131423059052115,0.0
2022all6000,100,50,sgd_01,sigmoid,0.14167304933706684,0.3046111906569717,0.8028793736738653,0.3763948051409143,0.0
2022all6000,100,50,adam_005,relu,0.7276100638879505,0.701091660295524,-0.012379928193342993,0.8530006236152178,0.0
2022all6000,100,50,adam_005,tanh,0.10299215285279338,0.2511452817482724,0.8566990844622986,0.3209239050815526,0.0
2022all6000,100,50,adam_005,sigmoid,0.7550358850849418,0.7227621193105787,-0.0505395857792903,0.8689280091497464,0.0
2022all6000,100,50,adam_01,relu,0.7272529910378992,0.7007185835686367,-0.011883105232479707,0.8527912939505768,0.0
2022all6000,100,50,adam_01,tanh,0.31177492786186234,0.4552171912142648,0.5662035274846287,0.5583680935206294,0.0
2022all6000,100,50,adam_01,sigmoid,0.743824994367967,0.7148093877540553,-0.03494100997291971,0.8624528939994155,0.0
2022all6000,100,80,sgd_001,relu,0.09087696986992158,0.21406073801434272,0.8735558717539842,0.3014580731543303,0.0
2022all6000,100,80,sgd_001,tanh,0.08966914611334127,0.22515878932790798,0.875236409982693,0.29944806914278355,0.0
2022all6000,100,80,sgd_001,sigmoid,0.14191692749373336,0.28170137197367157,0.8025400472090627,0.37671863173160597,0.0
2022all6000,100,80,sgd_0001,relu,0.10763215309963126,0.24487152658210717,0.8502430947092016,0.32807339590346435,0.0
2022all6000,100,80,sgd_0001,tanh,0.12703621997390116,0.26817497155373304,0.8232447218116857,0.3564214078501755,0.0
2022all6000,100,80,sgd_0001,sigmoid,0.485048954445879,0.571361070127878,0.3251140273565599,0.6964545602161558,0.0
2022all6000,100,80,adam_001,relu,0.07542344872469021,0.20383516783417627,0.8950575460762801,0.2746332986451028,0.0
2022all6000,100,80,adam_001,tanh,0.06987585260666146,0.19893877493955298,0.9027763438752073,0.2643404104685121,0.0
2022all6000,100,80,adam_001,sigmoid,0.06439257154842867,0.18812242636007678,0.9104056551773837,0.25375691428693853,0.0
2022all6000,100,80,adam_0001,relu,0.08046968353494866,0.20503879962090474,0.8880363308836836,0.28367178840157625,0.0
2022all6000,100,80,adam_0001,tanh,0.07086845277924195,0.1972677989650026,0.9013952627971472,0.26621129348553557,0.0
2022all6000,100,80,adam_0001,sigmoid,0.07339855489183034,0.1993115107097828,0.8978749368393434,0.2709216766739611,0.0
2022all6000,100,80,sgd_005,relu,0.07902740521271628,0.2087723899430317,0.8900430838091369,0.28111813390942303,0.0
2022all6000,100,80,sgd_005,tanh,0.07723443175452735,0.2090003187522541,0.8925377858905713,0.2779108341798271,0.0
2022all6000,100,80,sgd_005,sigmoid,0.1290842230924516,0.2880838294022,0.8203951773193805,0.35928292903010517,0.0
2022all6000,100,80,sgd_01,relu,0.10343713324257076,0.2359531966109558,0.8560799489700774,0.3216164380789184,0.0
2022all6000,100,80,sgd_01,tanh,0.08559597955791813,0.21826677297062505,0.8809037203588918,0.29256790589180853,0.0
2022all6000,100,80,sgd_01,sigmoid,0.09274259619929268,0.23286928967025827,0.8709600821365728,0.30453669105592623,0.0
2022all6000,100,80,adam_005,relu,0.7308970633411263,0.7042835232122534,-0.016953383723350646,0.8549251799667187,0.0
2022all6000,100,80,adam_005,tanh,0.1523952457163343,0.31197623045202094,0.7879607559426662,0.3903783366381059,0.0
2022all6000,100,80,adam_005,sigmoid,0.10141371422726625,0.24614333256242488,0.8588952877058739,0.3184551997177409,0.0
2022all6000,100,80,adam_01,relu,0.730763108640295,0.7041625729967502,-0.016767002229829187,0.8548468334387717,0.0
2022all6000,100,80,adam_01,tanh,0.12954956547665236,0.2852278362456511,0.8197477106158756,0.3599299452346975,0.0
2022all6000,100,80,adam_01,sigmoid,0.9988276814553209,0.8490699880076105,-0.38974589084982925,0.9994136688355433,0.0
2022all6000,100,120,sgd_001,relu,0.07969105474485212,0.20417424597038306,0.8891196970955184,0.28229604096560074,0.0
2022all6000,100,120,sgd_001,tanh,0.08044733752918393,0.20971396957796876,0.8880674226027708,0.28363239858870837,0.0
2022all6000,100,120,sgd_001,sigmoid,0.12820259302535772,0.2673283058395878,0.8216218571418781,0.3580538968163281,0.0
2022all6000,100,120,sgd_0001,relu,0.10362517821323734,0.24281726148855703,0.8558183075176719,0.3219086488636758,0.0
2022all6000,100,120,sgd_0001,tanh,0.11697663492583193,0.2594268807655763,0.8372413973582014,0.34201847161495813,0.0
2022all6000,100,120,sgd_0001,sigmoid,0.28142276263594757,0.42085597414529025,0.6084348329282765,0.5304929430595167,0.0
2022all6000,100,120,adam_001,relu,0.07648772515478358,0.2080275503601398,0.8935767363000677,0.276564142930322,0.0
2022all6000,100,120,adam_001,tanh,0.08242375280101516,0.21706269580424284,0.8853174837958705,0.28709537230860266,0.0
2022all6000,100,120,adam_001,sigmoid,0.06619143251115728,0.1878151691665418,0.9079027613573809,0.2572769568211605,0.0
2022all6000,100,120,adam_0001,relu,0.07166441851502253,0.19548549789579212,0.900287774357353,0.26770210778965214,0.0
2022all6000,100,120,adam_0001,tanh,0.07013533934605572,0.1955627737421548,0.9024152999869585,0.2648307749225073,0.0
2022all6000,100,120,adam_0001,sigmoid,0.07079804176993178,0.19541916622920172,0.9014932310580156,0.2660790141479252,0.0
2022all6000,100,120,sgd_005,relu,0.12562263111236438,0.27825481898506066,0.8252115568805832,0.3544328301841752,0.0
2022all6000,100,120,sgd_005,tanh,0.09801177591043682,0.24215995298712675,0.8636286665303872,0.31306832466801365,0.0
2022all6000,100,120,sgd_005,sigmoid,0.11537136889346915,0.26131874643074005,0.8394749276393672,0.3396636113767107,0.0
2022all6000,100,120,sgd_01,relu,0.09373609503772208,0.23137460447045125,0.8695777506754948,0.3061635102975567,0.0
2022all6000,100,120,sgd_01,tanh,0.07601578225672245,0.20856278905738285,0.8942333868069304,0.27570959768699105,0.0
2022all6000,100,120,sgd_01,sigmoid,0.0812248491179855,0.2131415872870519,0.8869856108391534,0.2849997352945885,0.0
2022all6000,100,120,adam_005,relu,0.7361558819918332,0.7088210251624378,-0.024270383188059075,0.8579952692129679,0.0
2022all6000,100,120,adam_005,tanh,0.09400008559975047,0.22932794544874086,0.8692104402718949,0.30659433393288676,0.0
2022all6000,100,120,adam_005,sigmoid,0.7269387857580734,0.7003931096472038,-0.011445927224071895,0.8526070523741129,0.0
2022all6000,100,120,adam_01,relu,0.7254134742437851,0.698736581339279,-0.009323643822635175,0.8517120841245504,0.0
2022all6000,100,120,adam_01,tanh,0.1247332980809605,0.28214452648741706,0.8264489544306689,0.3531760157215669,0.0
2022all6000,100,120,adam_01,sigmoid,0.7188862730296243,0.6882394957072094,-0.00024184599649457184,0.8478716135297987,0.0
2022all6000,100,160,sgd_001,relu,0.08158934807559919,0.2050022881635223,0.8864784553628209,0.28563849193622204,0.0
2022all6000,100,160,sgd_001,tanh,0.08691893893355669,0.2185956401998609,0.8790629850747274,0.2948201806755377,0.0
2022all6000,100,160,sgd_001,sigmoid,0.1162441250216664,0.25771733986227935,0.8382605948115975,0.3409459268295581,0.0
2022all6000,100,160,sgd_0001,relu,0.0985130525466464,0.22924185171836423,0.8629312017341209,0.3138678902765404,0.0
2022all6000,100,160,sgd_0001,tanh,0.11688200812399335,0.2566093510072763,0.8373730589165073,0.3418801078214311,0.0
2022all6000,100,160,sgd_0001,sigmoid,0.23716313911237086,0.382109866015647,0.6700166563643568,0.48699398262439636,0.0
2022all6000,100,160,adam_001,relu,0.08409815038328727,0.22040084681851008,0.882987765464255,0.28999681098813357,0.0
2022all6000,100,160,adam_001,tanh,0.08610020049308274,0.225981668340599,0.880202158932696,0.29342835666152434,0.0
2022all6000,100,160,adam_001,sigmoid,0.06588925059545082,0.19181145907895517,0.9083232103331544,0.25668901533850413,0.0
2022all6000,100,160,adam_0001,relu,0.0783145295316543,0.20210701359964464,0.8910349626555453,0.2798473325433964,0.0
2022all6000,100,160,adam_0001,tanh,0.07310189381809162,0.20217379453511447,0.8982877042424281,0.27037361893885214,0.0
2022all6000,100,160,adam_0001,sigmoid,0.07423350149740665,0.20410198383881215,0.896713211312786,0.2724582564309745,0.0
2022all6000,100,160,sgd_005,relu,0.13491133600666774,0.21832402286109867,0.812287466271314,0.36730278518773546,0.0
2022all6000,100,160,sgd_005,tanh,0.07368127118544839,0.1987374912046337,0.8974815718829783,0.2714429427807037,0.0
2022all6000,100,160,sgd_005,sigmoid,0.08396937700498396,0.21792914522978532,0.8831669377846367,0.28977470042255926,0.0
2022all6000,100,160,sgd_01,relu,0.0,0.0,0.0,0.0,100.0
2022all6000,100,160,sgd_01,tanh,0.07588408365334384,0.20907495218994765,0.8944166292182836,0.2754706584254371,0.0
2022all6000,100,160,sgd_01,sigmoid,0.07892111150587022,0.20632337919316274,0.8901909784310573,0.28092901506585294,0.0
2022all6000,100,160,adam_005,relu,0.7419179995891577,0.7133579744735509,-0.03228766124527849,0.8613466198860699,0.0
2022all6000,100,160,adam_005,tanh,0.1122699423777183,0.26468801881908827,0.843790181247234,0.335067071461399,0.0
2022all6000,100,160,adam_005,sigmoid,0.8279242744152226,0.7648160894362084,-0.1519548162971598,0.9099034423581563,0.0
2022all6000,100,160,adam_01,relu,0.7237872690674284,0.6968888803027649,-0.007060979297531578,0.8507568801175976,0.0
2022all6000,100,160,adam_01,tanh,0.13805095065095435,0.2930336973120844,0.8079190785786623,0.3715520833624195,0.0
2022all6000,100,160,adam_01,sigmoid,0.7201607189879298,0.6914591040632974,-0.002015080826234694,0.8486228367112977,0.0
2022all6000,100,210,sgd_001,relu,0.08507363539684606,0.2080545898688581,0.8816304980252873,0.2916738510680141,0.0
2022all6000,100,210,sgd_001,tanh,0.07873207746042922,0.2055678336898908,0.8904539960593829,0.28059236885637007,0.0
2022all6000,100,210,sgd_001,sigmoid,0.1106059836752579,0.251969081393142,0.8461053751612821,0.33257477907270405,0.0
2022all6000,100,210,sgd_0001,relu,0.11333122551092832,0.2306366753614365,0.842313536275543,0.3366470340147501,0.0
2022all6000,100,210,sgd_0001,tanh,0.11060079373258667,0.24840958583336858,0.8461125963282913,0.33256697631091797,0.0
2022all6000,100,210,sgd_0001,sigmoid,0.21321512915323904,0.35668834768947955,0.7033373672864269,0.4617522378432389,0.0
2022all6000,100,210,adam_001,relu,0.07098928254340803,0.1950550780346976,0.9012271430389949,0.26643814018155887,0.0
2022all6000,100,210,adam_001,tanh,0.08213675196837873,0.21688902229387227,0.8857168101614011,0.28659510108928715,0.0
2022all6000,100,210,adam_001,sigmoid,0.06984666896295223,0.19778344058122185,0.902816949326656,0.2642852038290306,0.0
2022all6000,100,210,adam_0001,relu,0.07275178601649132,0.1964679964395503,0.8987748361948782,0.2697253900108244,0.0
2022all6000,100,210,adam_0001,tanh,0.07379835860526913,0.2020588310318399,0.8973186591367787,0.2716585330985742,0.0
2022all6000,100,210,adam_0001,sigmoid,0.06836844196875258,0.19360953884891746,0.9048737204084696,0.26147359707770224,0.0
2022all6000,100,210,sgd_005,relu,0.07971478120372408,0.20518078153882296,0.8890866846456895,0.28233806191111405,0.0
2022all6000,100,210,sgd_005,tanh,0.08237911834992018,0.2230427082825865,0.8853795871457789,0.28701762724599367,0.0
2022all6000,100,210,sgd_005,sigmoid,0.08389253088986039,0.21751569298583567,0.8832738597039063,0.28964207375631806,0.0
2022all6000,100,210,sgd_01,relu,0.07184247632404846,0.20045658109401535,0.9000400288122286,0.2680344685372545,0.0
2022all6000,100,210,sgd_01,tanh,0.0756624747488719,0.2059883625554387,0.8947249707571533,0.2750681274682181,0.0
2022all6000,100,210,sgd_01,sigmoid,0.08337593485179602,0.2149271740356237,0.883992639563995,0.28874891316123774,0.0
2022all6000,100,210,adam_005,relu,0.7189439613084334,0.6884583246291859,-0.00032211214241106845,0.8479056323131917,0.0
2022all6000,100,210,adam_005,tanh,0.09562377017966536,0.22947491933796582,0.8669512828467771,0.30923093341330743,0.0
2022all6000,100,210,adam_005,sigmoid,0.08260336189291734,0.21046635342657294,0.8850675798313883,0.2874080059652433,0.0
2022all6000,100,210,adam_01,relu,0.726215400041894,0.6996192894068763,-0.010439424956238286,0.8521827269089031,0.0
2022all6000,100,210,adam_01,tanh,0.10933382316422403,0.25709438860145073,0.84787543007219,0.33065665449862647,0.0
2022all6000,100,210,adam_01,sigmoid,0.7242513091081331,0.6974389004888231,-0.007706633950213426,0.8510295583046061,0.0
2022all6000,100,250,sgd_001,relu,0.07417118916476474,0.20071744569335614,0.8967999112609816,0.27234388035122936,0.0
2022all6000,100,250,sgd_001,tanh,0.08367840361639352,0.2134177380990186,0.8835717914732639,0.28927219641091245,0.0
2022all6000,100,250,sgd_001,sigmoid,0.10746712463345902,0.2471468205372372,0.8504727115259902,0.32782178791754985,0.0
2022all6000,100,250,sgd_0001,relu,0.08520625819509392,0.21664604868621132,0.8814459697104238,0.2919011103012353,0.0
2022all6000,100,250,sgd_0001,tanh,0.10446129272721442,0.24292165008770678,0.854654956990195,0.3232047226251721,0.0
2022all6000,100,250,sgd_0001,sigmoid,0.1968187061055462,0.33991259196459434,0.7261509736554108,0.44364254316459123,0.0
2022all6000,100,250,adam_001,relu,0.07695913472279037,0.19982094774839548,0.8929208278563908,0.2774150946195797,0.0
2022all6000,100,250,adam_001,tanh,0.08154864801305342,0.20827123960703386,0.8865350844948828,0.28556723904021875,0.0
2022all6000,100,250,adam_001,sigmoid,0.06690981809117971,0.18572228248636713,0.9069032161641326,0.25866932189801656,0.0
2022all6000,100,250,adam_0001,relu,0.06948312516039086,0.1935971376566677,0.9033227758221907,0.26359651962875164,0.0
2022all6000,100,250,adam_0001,tanh,0.06366263498614086,0.18745462209212402,0.9114212721420062,0.25231455563669103,0.0
2022all6000,100,250,adam_0001,sigmoid,0.06763177279022872,0.191135721771055,0.9058987049806608,0.26006109434175023,0.0
2022all6000,100,250,sgd_005,relu,0.07051059912896236,0.1968597800416903,0.9018931721455116,0.2655383195114452,0.0
2022all6000,100,250,sgd_005,tanh,0.08710346811731011,0.22109951790258267,0.8788062354074678,0.2951329668425913,0.0
2022all6000,100,250,sgd_005,sigmoid,0.08893837315634857,0.22796692469051286,0.8762531906876941,0.29822537309281477,0.0
2022all6000,100,250,sgd_01,relu,0.08072938686391555,0.2086662073887896,0.8876749856376789,0.28412917284910316,0.0
2022all6000,100,250,sgd_01,tanh,0.08208123063528418,0.2194895292088186,0.8857940612688296,0.28649822099846306,0.0
2022all6000,100,250,sgd_01,sigmoid,0.10199411132887588,0.24178096154029163,0.8580877365116099,0.31936516924811303,0.0
2022all6000,100,250,adam_005,relu,0.730529743811317,0.7039502465996286,-0.01644230376765954,0.8547103274275543,0.0
2022all6000,100,250,adam_005,tanh,0.1173695351044921,0.25917967514854284,0.8366947250753392,0.342592374556837,0.0
2022all6000,100,250,adam_005,sigmoid,0.07587148404243609,0.20129337757237944,0.8944341600274617,0.27544778823297184,0.0
2022all6000,100,250,adam_01,relu,0.719135255114962,0.6890343808187157,-0.000588273950402618,0.8480184285232025,0.0
2022all6000,100,250,adam_01,tanh,0.1925357048515622,0.34203062475722545,0.7321102432108524,0.43878890693767797,0.0
2022all6000,100,250,adam_01,sigmoid,0.9203319085380459,0.8115240212094621,-0.28052867562215544,0.9593393083461377,0.0
2022all6000,140,20,sgd_001,relu,0.1040489967733295,0.23466376702231959,0.855228616109144,0.32256626725888354,0.0
2022all6000,140,20,sgd_001,tanh,0.10871558415964112,0.24977582867481998,0.8487356336209446,0.32972046366527075,0.0
2022all6000,140,20,sgd_001,sigmoid,0.22793540398043038,0.37056759750716417,0.6828559150468752,0.4774258099227883,0.0
2022all6000,140,20,sgd_0001,relu,0.3776991221108959,0.4671503742620326,0.4744781180209158,0.6145723082851162,0.0
2022all6000,140,20,sgd_0001,tanh,0.19902064342418388,0.3369488105607503,0.7230872486532895,0.44611729783116894,0.0
